scenario,seed,window_start,window_end,attack_label,legal_mbps,aggregate_mbps,attacker_mbps,burst_rate,burst_loss_rate,rate_cv,active_sources
S1,808,1.0,1.25,1,47.778176,141.050176,93.272,1000.0,0.0,1.4878835886200853e-16,1
S1,808,1.25,1.5,1,47.777568,141.049568,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,1.5,1.75,1,47.776672,141.048672,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,1.75,2.0,1,47.744,141.016,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,2.0,2.25,1,47.742368,141.014368,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,2.25,2.5,1,47.737248,141.009248,93.272,1000.0,0.0,1.4878835886200853e-16,1
S1,808,2.5,2.75,1,47.809856,141.081856,93.272,1000.0,0.0,1.4878835886200853e-16,1
S1,808,2.75,3.0,1,47.718016,140.990016,93.272,1000.0,0.0,1.4878835886200853e-16,1
S1,808,3.0,3.25,1,47.744896,141.016896,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,3.25,3.5,1,47.751392,141.023392,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,3.5,3.75,1,47.744032,141.016032,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,3.75,4.0,1,47.792,141.064,93.272,1000.0,0.0,1.4878835886200853e-16,1
S1,808,4.0,4.25,1,47.779712,141.051712,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,4.25,4.5,1,47.722976,140.994976,93.272,1000.0,0.004,1.4878835886200853e-16,1
S1,808,4.5,4.75,0,69.990272,69.990272,0.0,0.0,0.0,0.0,0
S1,808,4.75,5.0,0,69.951072,69.951072,0.0,0.0,0.0,0.0,0
S2_rate_limit,101,0.0,0.25,0,70.011264,70.011264,0.0,0.0,0.0,0.0,0
S2_rate_limit,101,0.25,0.5,0,69.94464,69.94464,0.0,0.0,0.0,0.0,0
S2_rate_limit,101,0.5,0.75,0,69.995712,69.995712,0.0,0.0,0.0,0.0,0
S2_rate_limit,101,0.75,1.0,0,69.980928,69.980928,0.0,0.0,0.0,0.0,0
S2_rate_limit,101,1.0,1.25,1,43.940384,156.964384,113.024,1000.0,0.004,0.0,1
S2_rate_limit,101,1.25,1.5,1,70.004288,74.004288,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,1.5,1.75,1,69.963488,73.963488,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,1.75,2.0,1,70.036384,74.036384,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,2.0,2.25,1,70.091584,74.091584,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,2.25,2.5,1,69.971936,73.971936,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,2.5,2.75,1,69.992256,73.992256,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,2.75,3.0,1,69.991008,73.991008,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,3.0,3.25,1,70.001216,74.001216,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,3.25,3.5,1,70.010272,74.010272,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,3.5,3.75,1,70.024672,74.024672,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,3.75,4.0,1,69.979584,73.979584,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,4.0,4.25,1,70.033536,74.033536,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,4.25,4.5,1,70.057696,74.057696,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,101,4.5,4.75,0,70.020864,70.020864,0.0,0.0,0.0,0.0,0
S2_rate_limit,101,4.75,5.0,0,69.92624,69.92624,0.0,0.0,0.0,0.0,0
S2_rate_limit,202,0.0,0.25,0,70.01296,70.01296,0.0,0.0,0.0,0.0,0
S2_rate_limit,202,0.25,0.5,0,70.005184,70.005184,0.0,0.0,0.0,0.0,0
S2_rate_limit,202,0.5,0.75,0,69.960864,69.960864,0.0,0.0,0.0,0.0,0
S2_rate_limit,202,0.75,1.0,0,69.935328,69.935328,0.0,0.0,0.0,0.0,0
S2_rate_limit,202,1.0,1.25,1,48.43824,138.53424,90.096,1000.0,0.004,1.5403334007920388e-16,1
S2_rate_limit,202,1.25,1.5,1,70.003424,74.003424,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,1.5,1.75,1,70.063072,74.063072,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,1.75,2.0,1,69.991808,73.991808,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,2.0,2.25,1,70.041536,74.041536,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,2.25,2.5,1,70.028768,74.028768,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,2.5,2.75,1,70.045792,74.045792,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,2.75,3.0,1,69.996992,73.996992,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,3.0,3.25,1,70.024192,74.024192,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,3.25,3.5,1,69.975008,73.975008,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,3.5,3.75,1,69.981536,73.981536,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,3.75,4.0,1,69.992928,73.992928,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,4.0,4.25,1,69.988192,73.988192,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,4.25,4.5,1,70.002592,74.002592,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,202,4.5,4.75,0,69.943552,69.943552,0.0,0.0,0.0,0.0,0
S2_rate_limit,202,4.75,5.0,0,70.004768,70.004768,0.0,0.0,0.0,0.0,0
S2_rate_limit,303,0.0,0.25,0,69.976288,69.976288,0.0,0.0,0.0,0.0,0
S2_rate_limit,303,0.25,0.5,0,70.0008,70.0008,0.0,0.0,0.0,0.0,0
S2_rate_limit,303,0.5,0.75,0,69.975872,69.975872,0.0,0.0,0.0,0.0,0
S2_rate_limit,303,0.75,1.0,0,70.006624,70.006624,0.0,0.0,0.0,0.0,0
S2_rate_limit,303,1.0,1.25,1,49.60192,134.63392,85.032,1000.0,0.0,0.0,1
S2_rate_limit,303,1.25,1.5,1,69.988896,73.988896,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,1.5,1.75,1,69.963776,73.963776,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,1.75,2.0,1,69.932224,73.932224,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,2.0,2.25,1,69.993024,73.993024,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,2.25,2.5,1,69.983168,73.983168,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,2.5,2.75,1,69.990976,73.990976,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,2.75,3.0,1,69.915904,73.915904,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,3.0,3.25,1,70.051168,74.051168,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,3.25,3.5,1,70.055936,74.055936,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,3.5,3.75,1,69.936832,73.936832,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,3.75,4.0,1,69.983008,73.983008,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,4.0,4.25,1,70.055456,74.055456,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,4.25,4.5,1,69.962464,73.962464,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,303,4.5,4.75,0,69.972928,69.972928,0.0,0.0,0.0,0.0,0
S2_rate_limit,303,4.75,5.0,0,69.99536,69.99536,0.0,0.0,0.0,0.0,0
S2_rate_limit,404,0.0,0.25,0,69.991264,69.991264,0.0,0.0,0.0,0.0,0
S2_rate_limit,404,0.25,0.5,0,69.988,69.988,0.0,0.0,0.0,0.0,0
S2_rate_limit,404,0.5,0.75,0,70.005184,70.005184,0.0,0.0,0.0,0.0,0
S2_rate_limit,404,0.75,1.0,0,69.92992,69.92992,0.0,0.0,0.0,0.0,0
S2_rate_limit,404,1.0,1.25,1,48.877856,137.301856,88.424,1000.0,0.0,0.0,1
S2_rate_limit,404,1.25,1.5,1,70.026176,74.026176,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,1.5,1.75,1,69.995744,73.995744,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,1.75,2.0,1,70.039872,74.039872,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,2.0,2.25,1,70.006368,74.006368,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,2.25,2.5,1,69.989088,73.989088,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,2.5,2.75,1,70.001344,74.001344,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,2.75,3.0,1,69.961664,73.961664,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,3.0,3.25,1,69.948512,73.948512,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,3.25,3.5,1,70.074272,74.074272,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,3.5,3.75,1,69.977504,73.977504,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,3.75,4.0,1,69.963136,73.963136,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,4.0,4.25,1,70.116832,74.116832,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,4.25,4.5,1,69.922592,73.922592,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,404,4.5,4.75,0,69.979936,69.979936,0.0,0.0,0.0,0.0,0
S2_rate_limit,404,4.75,5.0,0,70.025056,70.025056,0.0,0.0,0.0,0.0,0
S2_rate_limit,505,0.0,0.25,0,70.016032,70.016032,0.0,0.0,0.0,0.0,0
S2_rate_limit,505,0.25,0.5,0,70.01424,70.01424,0.0,0.0,0.0,0.0,0
S2_rate_limit,505,0.5,0.75,0,69.977312,69.977312,0.0,0.0,0.0,0.0,0
S2_rate_limit,505,0.75,1.0,0,69.953216,69.953216,0.0,0.0,0.0,0.0,0
S2_rate_limit,505,1.0,1.25,1,44.554656,154.010656,109.456,1000.0,0.0,1.2678873527063625e-16,1
S2_rate_limit,505,1.25,1.5,1,70.021184,74.021184,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,1.5,1.75,1,70.02704,74.02704,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,1.75,2.0,1,69.989728,73.989728,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,2.0,2.25,1,70.030848,74.030848,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,2.25,2.5,1,69.959168,73.959168,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,2.5,2.75,1,70.00256,74.00256,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,2.75,3.0,1,69.963712,73.963712,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,3.0,3.25,1,69.883104,73.883104,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,3.25,3.5,1,70.012672,74.012672,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,3.5,3.75,1,70.026752,74.026752,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,3.75,4.0,1,69.999904,73.999904,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,4.0,4.25,1,70.020384,74.020384,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,4.25,4.5,1,69.972448,73.972448,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,505,4.5,4.75,0,69.963296,69.963296,0.0,0.0,0.0,0.0,0
S2_rate_limit,505,4.75,5.0,0,70.019712,70.019712,0.0,0.0,0.0,0.0,0
S2_rate_limit,606,0.0,0.25,0,69.98768,69.98768,0.0,0.0,0.0,0.0,0
S2_rate_limit,606,0.25,0.5,0,69.950688,69.950688,0.0,0.0,0.0,0.0,0
S2_rate_limit,606,0.5,0.75,0,69.962464,69.962464,0.0,0.0,0.0,0.0,0
S2_rate_limit,606,0.75,1.0,0,69.995776,69.995776,0.0,0.0,0.0,0.0,0
S2_rate_limit,606,1.0,1.25,1,45.07504,151.60304,106.528,1000.0,0.0,1.3027361639927428e-16,1
S2_rate_limit,606,1.25,1.5,1,69.97936,73.97936,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,1.5,1.75,1,69.99936,73.99936,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,1.75,2.0,1,69.998976,73.998976,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,2.0,2.25,1,70.0728,74.0728,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,2.25,2.5,1,70.031232,74.031232,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,2.5,2.75,1,70.018464,74.018464,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,2.75,3.0,1,69.987776,73.987776,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,3.0,3.25,1,69.998176,73.998176,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,3.25,3.5,1,70.051648,74.051648,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,3.5,3.75,1,70.043488,74.043488,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,3.75,4.0,1,70.000032,74.000032,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,4.0,4.25,1,70.03632,74.03632,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,4.25,4.5,1,70.014624,74.014624,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,606,4.5,4.75,0,70.013408,70.013408,0.0,0.0,0.0,0.0,0
S2_rate_limit,606,4.75,5.0,0,70.081792,70.081792,0.0,0.0,0.0,0.0,0
S2_rate_limit,707,0.0,0.25,0,69.98224,69.98224,0.0,0.0,0.0,0.0,0
S2_rate_limit,707,0.25,0.5,0,69.991328,69.991328,0.0,0.0,0.0,0.0,0
S2_rate_limit,707,0.5,0.75,0,70.060672,70.060672,0.0,0.0,0.0,0.0,0
S2_rate_limit,707,0.75,1.0,0,69.954656,69.954656,0.0,0.0,0.0,0.0,0
S2_rate_limit,707,1.0,1.25,1,46.155424,147.259424,101.104,1000.0,0.0,1.3726250007695186e-16,1
S2_rate_limit,707,1.25,1.5,1,70.045824,74.045824,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,1.5,1.75,1,70.024512,74.024512,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,1.75,2.0,1,70.009632,74.009632,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,2.0,2.25,1,69.948352,73.948352,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,2.25,2.5,1,69.970432,73.970432,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,2.5,2.75,1,69.939488,73.939488,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,2.75,3.0,1,70.041152,74.041152,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,3.0,3.25,1,70.045856,74.045856,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,3.25,3.5,1,69.98288,73.98288,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,3.5,3.75,1,69.922848,73.922848,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,3.75,4.0,1,69.994176,73.994176,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,4.0,4.25,1,69.989088,73.989088,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,4.25,4.5,1,70.048032,74.048032,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,707,4.5,4.75,0,70.016192,70.016192,0.0,0.0,0.0,0.0,0
S2_rate_limit,707,4.75,5.0,0,69.95584,69.95584,0.0,0.0,0.0,0.0,0
S2_rate_limit,808,0.0,0.25,0,69.973792,69.973792,0.0,0.0,0.0,0.0,0
S2_rate_limit,808,0.25,0.5,0,70.032768,70.032768,0.0,0.0,0.0,0.0,0
S2_rate_limit,808,0.5,0.75,0,70.012576,70.012576,0.0,0.0,0.0,0.0,0
S2_rate_limit,808,0.75,1.0,0,69.93376,69.93376,0.0,0.0,0.0,0.0,0
S2_rate_limit,808,1.0,1.25,1,47.778176,141.050176,93.272,1000.0,0.0,1.4878835886200853e-16,1
S2_rate_limit,808,1.25,1.5,1,69.969696,73.969696,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,1.5,1.75,1,70.063776,74.063776,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,1.75,2.0,1,70.034752,74.034752,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,2.0,2.25,1,69.970912,73.970912,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,2.25,2.5,1,69.970144,73.970144,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,2.5,2.75,1,70.018752,74.018752,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,2.75,3.0,1,70.00544,74.00544,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,3.0,3.25,1,70.008,74.008,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,3.25,3.5,1,70.02176,74.02176,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,3.5,3.75,1,69.990784,73.990784,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,3.75,4.0,1,70.077056,74.077056,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,4.0,4.25,1,70.0272,74.0272,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,4.25,4.5,1,69.983904,73.983904,4.0,0.0,0.0,2.1684043448354833e-16,1
S2_rate_limit,808,4.5,4.75,0,69.955872,69.955872,0.0,0.0,0.0,0.0,0
S2_rate_limit,808,4.75,5.0,0,70.0192,70.0192,0.0,0.0,0.0,0.0,0
S2_isolation,101,0.0,0.25,0,70.011264,70.011264,0.0,0.0,0.0,0.0,0
S2_isolation,101,0.25,0.5,0,69.94464,69.94464,0.0,0.0,0.0,0.0,0
S2_isolation,101,0.5,0.75,0,69.995712,69.995712,0.0,0.0,0.0,0.0,0
S2_isolation,101,0.75,1.0,0,69.980928,69.980928,0.0,0.0,0.0,0.0,0
S2_isolation,101,1.0,1.25,1,43.940384,156.964384,113.024,1000.0,0.004,0.0,1
S2_isolation,101,1.25,1.5,1,70.004288,70.004288,0.0,0.0,0.0,0.0,0
S2_isolation,101,1.5,1.75,1,69.963488,69.963488,0.0,0.0,0.0,0.0,0
S2_isolation,101,1.75,2.0,1,70.036384,70.036384,0.0,0.0,0.0,0.0,0
S2_isolation,101,2.0,2.25,1,70.091584,70.091584,0.0,0.0,0.0,0.0,0
S2_isolation,101,2.25,2.5,1,69.971936,69.971936,0.0,0.0,0.0,0.0,0
S2_isolation,101,2.5,2.75,1,69.992256,69.992256,0.0,0.0,0.0,0.0,0
S2_isolation,101,2.75,3.0,1,69.991008,69.991008,0.0,0.0,0.0,0.0,0
S2_isolation,101,3.0,3.25,1,70.001216,70.001216,0.0,0.0,0.0,0.0,0
S2_isolation,101,3.25,3.5,1,70.010272,70.010272,0.0,0.0,0.0,0.0,0
S2_isolation,101,3.5,3.75,1,70.024672,70.024672,0.0,0.0,0.0,0.0,0
S2_isolation,101,3.75,4.0,1,69.979584,69.979584,0.0,0.0,0.0,0.0,0
S2_isolation,101,4.0,4.25,1,70.033536,70.033536,0.0,0.0,0.0,0.0,0
S2_isolation,101,4.25,4.5,1,70.057696,70.057696,0.0,0.0,0.0,0.0,0
S2_isolation,101,4.5,4.75,0,70.020864,70.020864,0.0,0.0,0.0,0.0,0
S2_isolation,101,4.75,5.0,0,69.92624,69.92624,0.0,0.0,0.0,0.0,0
S2_isolation,202,0.0,0.25,0,70.01296,70.01296,0.0,0.0,0.0,0.0,0
S2_isolation,202,0.25,0.5,0,70.005184,70.005184,0.0,0.0,0.0,0.0,0
S2_isolation,202,0.5,0.75,0,69.960864,69.960864,0.0,0.0,0.0,0.0,0
S2_isolation,202,0.75,1.0,0,69.935328,69.935328,0.0,0.0,0.0,0.0,0
S2_isolation,202,1.0,1.25,1,48.43824,138.53424,90.096,1000.0,0.004,1.5403334007920388e-16,1
S2_isolation,202,1.25,1.5,1,70.003424,70.003424,0.0,0.0,0.0,0.0,0
S2_isolation,202,1.5,1.75,1,70.063072,70.063072,0.0,0.0,0.0,0.0,0
S2_isolation,202,1.75,2.0,1,69.991808,69.991808,0.0,0.0,0.0,0.0,0
S2_isolation,202,2.0,2.25,1,70.041536,70.041536,0.0,0.0,0.0,0.0,0
S2_isolation,202,2.25,2.5,1,70.028768,70.028768,0.0,0.0,0.0,0.0,0
S2_isolation,202,2.5,2.75,1,70.045792,70.045792,0.0,0.0,0.0,0.0,0
S2_isolation,202,2.75,3.0,1,69.996992,69.996992,0.0,0.0,0.0,0.0,0
S2_isolation,202,3.0,3.25,1,70.024192,70.024192,0.0,0.0,0.0,0.0,0
S2_isolation,202,3.25,3.5,1,69.975008,69.975008,0.0,0.0,0.0,0.0,0
S2_isolation,202,3.5,3.75,1,69.981536,69.981536,0.0,0.0,0.0,0.0,0
S2_isolation,202,3.75,4.0,1,69.992928,69.992928,0.0,0.0,0.0,0.0,0
S2_isolation,202,4.0,4.25,1,69.988192,69.988192,0.0,0.0,0.0,0.0,0
S2_isolation,202,4.25,4.5,1,70.002592,70.002592,0.0,0.0,0.0,0.0,0
S2_isolation,202,4.5,4.75,0,69.943552,69.943552,0.0,0.0,0.0,0.0,0
S2_isolation,202,4.75,5.0,0,70.004768,70.004768,0.0,0.0,0.0,0.0,0
S2_isolation,303,0.0,0.25,0,69.976288,69.976288,0.0,0.0,0.0,0.0,0
S2_isolation,303,0.25,0.5,0,70.0008,70.0008,0.0,0.0,0.0,0.0,0
S2_isolation,303,0.5,0.75,0,69.975872,69.975872,0.0,0.0,0.0,0.0,0
S2_isolation,303,0.75,1.0,0,70.006624,70.006624,0.0,0.0,0.0,0.0,0
S2_isolation,303,1.0,1.25,1,49.60192,134.63392,85.032,1000.0,0.0,0.0,1
S2_isolation,303,1.25,1.5,1,69.988896,69.988896,0.0,0.0,0.0,0.0,0
S2_isolation,303,1.5,1.75,1,69.963776,69.963776,0.0,0.0,0.0,0.0,0
S2_isolation,303,1.75,2.0,1,69.932224,69.932224,0.0,0.0,0.0,0.0,0
S2_isolation,303,2.0,2.25,1,69.993024,69.993024,0.0,0.0,0.0,0.0,0
S2_isolation,303,2.25,2.5,1,69.983168,69.983168,0.0,0.0,0.0,0.0,0
S2_isolation,303,2.5,2.75,1,69.990976,69.990976,0.0,0.0,0.0,0.0,0
S2_isolation,303,2.75,3.0,1,69.915904,69.915904,0.0,0.0,0.0,0.0,0
S2_isolation,303,3.0,3.25,1,70.051168,70.051168,0.0,0.0,0.0,0.0,0
S2_isolation,303,3.25,3.5,1,70.055936,70.055936,0.0,0.0,0.0,0.0,0
S2_isolation,303,3.5,3.75,1,69.936832,69.936832,0.0,0.0,0.0,0.0,0
S2_isolation,303,3.75,4.0,1,69.983008,69.983008,0.0,0.0,0.0,0.0,0
S2_isolation,303,4.0,4.25,1,70.055456,70.055456,0.0,0.0,0.0,0.0,0
S2_isolation,303,4.25,4.5,1,69.962464,69.962464,0.0,0.0,0.0,0.0,0
S2_isolation,303,4.5,4.75,0,69.972928,69.972928,0.0,0.0,0.0,0.0,0
S2_isolation,303,4.75,5.0,0,69.99536,69.99536,0.0,0.0,0.0,0.0,0
S2_isolation,404,0.0,0.25,0,69.991264,69.991264,0.0,0.0,0.0,0.0,0
S2_isolation,404,0.25,0.5,0,69.988,69.988,0.0,0.0,0.0,0.0,0
S2_isolation,404,0.5,0.75,0,70.005184,70.005184,0.0,0.0,0.0,0.0,0
S2_isolation,404,0.75,1.0,0,69.92992,69.92992,0.0,0.0,0.0,0.0,0
S2_isolation,404,1.0,1.25,1,48.877856,137.301856,88.424,1000.0,0.0,0.0,1
S2_isolation,404,1.25,1.5,1,70.026176,70.026176,0.0,0.0,0.0,0.0,0
S2_isolation,404,1.5,1.75,1,69.995744,69.995744,0.0,0.0,0.0,0.0,0
S2_isolation,404,1.75,2.0,1,70.039872,70.039872,0.0,0.0,0.0,0.0,0
S2_isolation,404,2.0,2.25,1,70.006368,70.006368,0.0,0.0,0.0,0.0,0
S2_isolation,404,2.25,2.5,1,69.989088,69.989088,0.0,0.0,0.0,0.0,0
S2_isolation,404,2.5,2.75,1,70.001344,70.001344,0.0,0.0,0.0,0.0,0
S2_isolation,404,2.75,3.0,1,69.961664,69.961664,0.0,0.0,0.0,0.0,0
S2_isolation,404,3.0,3.25,1,69.948512,69.948512,0.0,0.0,0.0,0.0,0
S2_isolation,404,3.25,3.5,1,70.074272,70.074272,0.0,0.0,0.0,0.0,0
S2_isolation,404,3.5,3.75,1,69.977504,69.977504,0.0,0.0,0.0,0.0,0
S2_isolation,404,3.75,4.0,1,69.963136,69.963136,0.0,0.0,0.0,0.0,0
S2_isolation,404,4.0,4.25,1,70.116832,70.116832,0.0,0.0,0.0,0.0,0
S2_isolation,404,4.25,4.5,1,69.922592,69.922592,0.0,0.0,0.0,0.0,0
S2_isolation,404,4.5,4.75,0,69.979936,69.979936,0.0,0.0,0.0,0.0,0
S2_isolation,404,4.75,5.0,0,70.025056,70.025056,0.0,0.0,0.0,0.0,0
S2_isolation,505,0.0,0.25,0,70.016032,70.016032,0.0,0.0,0.0,0.0,0
S2_isolation,505,0.25,0.5,0,70.01424,70.01424,0.0,0.0,0.0,0.0,0
S2_isolation,505,0.5,0.75,0,69.977312,69.977312,0.0,0.0,0.0,0.0,0
S2_isolation,505,0.75,1.0,0,69.953216,69.953216,0.0,0.0,0.0,0.0,0
S2_isolation,505,1.0,1.25,1,44.554656,154.010656,109.456,1000.0,0.0,1.2678873527063625e-16,1
S2_isolation,505,1.25,1.5,1,70.021184,70.021184,0.0,0.0,0.0,0.0,0
S2_isolation,505,1.5,1.75,1,70.02704,70.02704,0.0,0.0,0.0,0.0,0
S2_isolation,505,1.75,2.0,1,69.989728,69.989728,0.0,0.0,0.0,0.0,0
S2_isolation,505,2.0,2.25,1,70.030848,70.030848,0.0,0.0,0.0,0.0,0
S2_isolation,505,2.25,2.5,1,69.959168,69.959168,0.0,0.0,0.0,0.0,0
S2_isolation,505,2.5,2.75,1,70.00256,70.00256,0.0,0.0,0.0,0.0,0
S2_isolation,505,2.75,3.0,1,69.963712,69.963712,0.0,0.0,0.0,0.0,0
S2_isolation,505,3.0,3.25,1,69.883104,69.883104,0.0,0.0,0.0,0.0,0
